,loss,acc,val_loss,val_acc,lr
0,21.92112922668457,0.33500000834465027,1.129832148551941,0.19959677755832672,0.1
1,1.3384556770324707,0.3075000047683716,1.0890315771102905,0.40120968222618103,0.085
2,1.3240798711776733,0.3400000035762787,1.0977349281311035,0.40120968222618103,0.061412502
3,1.3225789070129395,0.3269999921321869,1.0878554582595825,0.40120968222618103,0.037714954
4,1.3234294652938843,0.31150001287460327,1.0878403186798096,0.39919355511665344,0.019687442
5,1.3206071853637695,0.3154999911785126,1.0877957344055176,0.40120968222618103,0.008735423
6,1.3195010423660278,0.3474999964237213,1.091474175453186,0.39919355511665344,0.0032945606
7,1.3188714981079102,0.38999998569488525,1.0937808752059937,0.39919355511665344,0.0010561607
8,1.3185726404190063,0.37950000166893005,1.094305396080017,0.39919355511665344,0.00028779378
9,1.3184973001480103,0.3865000009536743,1.0943777561187744,0.39919355511665344,6.6657914e-05
10,1.3184783458709717,0.4000000059604645,1.094404697418213,0.39919355511665344,1.3123237e-05
