,loss,acc,val_loss,val_acc
0,1.5409321784973145,0.39250001311302185,1.0992207527160645,0.19758065044879913
1,1.3186463117599487,0.27000001072883606,1.0989841222763062,0.19758065044879913
2,1.3185429573059082,0.3865000009536743,1.0988963842391968,0.40120968222618103
3,1.3185561895370483,0.21250000596046448,1.0991101264953613,0.19758065044879913
4,1.3185356855392456,0.32749998569488525,1.0987738370895386,0.19758065044879913
5,1.3186668157577515,0.3630000054836273,1.099064826965332,0.19758065044879913
6,1.3186484575271606,0.27250000834465027,1.0986486673355103,0.40120968222618103
7,1.3186357021331787,0.34599998593330383,1.0995827913284302,0.19758065044879913
8,1.3186345100402832,0.34299999475479126,1.098792314529419,0.19758065044879913
9,1.3185678720474243,0.23100000619888306,1.098339557647705,0.40120968222618103
10,1.3200453519821167,0.29899999499320984,1.098466396331787,0.40120968222618103
11,1.3185747861862183,0.35350000858306885,1.097572684288025,0.40120968222618103
12,1.3186190128326416,0.33500000834465027,1.0987961292266846,0.19758065044879913
13,1.3185845613479614,0.3555000126361847,1.0992281436920166,0.19758065044879913
14,1.3185714483261108,0.3019999861717224,1.0987613201141357,0.40120968222618103
15,1.318724274635315,0.2874999940395355,1.0983484983444214,0.40120968222618103
16,1.3185548782348633,0.24150000512599945,1.098413348197937,0.40120968222618103
