,loss,acc,val_loss,val_acc
0,2.398697853088379,0.4065000116825104,1.099328875541687,0.39919355511665344
1,1.3186748027801514,0.3199999928474426,1.0995128154754639,0.19959677755832672
2,1.3186140060424805,0.37700000405311584,1.0996321439743042,0.19959677755832672
3,1.3185867071151733,0.29100000858306885,1.099637508392334,0.19959677755832672
4,1.3185588121414185,0.2475000023841858,1.0993832349777222,0.19959677755832672
5,1.3185734748840332,0.26499998569488525,1.0989092588424683,0.19959677755832672
6,1.3185865879058838,0.33649998903274536,1.0990604162216187,0.19959677755832672
7,1.3186304569244385,0.390500009059906,1.0989946126937866,0.19959677755832672
8,1.3185638189315796,0.32499998807907104,1.0996934175491333,0.19959677755832672
9,1.3186088800430298,0.2865000069141388,1.0988969802856445,0.19959677755832672
10,1.3185930252075195,0.27250000834465027,1.0990333557128906,0.19959677755832672
11,1.3185548782348633,0.22699999809265137,1.098670482635498,0.40120968222618103
12,1.3185738325119019,0.30250000953674316,1.0980125665664673,0.39919355511665344
13,1.3185821771621704,0.29100000858306885,1.0985205173492432,0.40120968222618103
14,1.318663477897644,0.37599998712539673,1.0984081029891968,0.40120968222618103
15,1.3185533285140991,0.23350000381469727,1.0987601280212402,0.40120968222618103
16,1.3186919689178467,0.38749998807907104,1.0981305837631226,0.40120968222618103
17,1.3185633420944214,0.3005000054836273,1.0981652736663818,0.40120968222618103
