,loss,acc,val_loss,val_acc,lr
0,7.532876491546631,0.40049999952316284,1.113599181175232,0.39919355511665344,0.001
1,1.411345362663269,0.4169999957084656,1.1106948852539062,0.44354838132858276,0.001
2,1.3493536710739136,0.42399999499320984,1.0966426134109497,0.4052419364452362,0.00065000006
3,1.3038612604141235,0.429500013589859,1.233082890510559,0.3911290466785431,0.00065000006
4,1.2799134254455566,0.43950000405311584,1.066489577293396,0.4838709533214569,0.00027462502
5,1.2624400854110718,0.46149998903274536,1.0353254079818726,0.5141128897666931,0.00027462502
6,1.1716015338897705,0.49549999833106995,1.0208238363265991,0.5221773982048035,7.5418895e-05
7,1.1653445959091187,0.5049999952316284,1.013751745223999,0.5201612710952759,7.5418895e-05
8,1.1424691677093506,0.5044999718666077,1.010028600692749,0.5262096524238586,1.3462744e-05
9,1.151451587677002,0.49549999833106995,1.007104754447937,0.5262096524238586,1.3462744e-05
10,1.1359466314315796,0.5090000033378601,1.0067912340164185,0.5262096524238586,1.5620697e-06
11,1.1432594060897827,0.5019999742507935,1.0064276456832886,0.5302419066429138,1.5620697e-06
12,1.1461807489395142,0.49399998784065247,1.0063674449920654,0.5302419066429138,1.1780956e-07
13,1.1421915292739868,0.5005000233650208,1.006353735923767,0.5302419066429138,1.1780956e-07
14,1.147432804107666,0.5080000162124634,1.0063523054122925,0.5302419066429138,5.775293e-09
15,1.140561819076538,0.5009999871253967,1.0063493251800537,0.5302419066429138,5.775293e-09
16,1.1567078828811646,0.49950000643730164,1.0063493251800537,0.5302419066429138,1.8402672e-10
17,1.1447592973709106,0.5019999742507935,1.0063493251800537,0.5302419066429138,1.8402672e-10
18,1.1521947383880615,0.5005000233650208,1.0063493251800537,0.5302419066429138,3.8115453e-12
19,1.1464250087738037,0.503000020980835,1.0063493251800537,0.5302419066429138,3.8115453e-12
20,1.1348347663879395,0.5044999718666077,1.0063493251800537,0.5302419066429138,5.1313856e-14
