,loss,acc,val_loss,val_acc
0,8.253989219665527,0.445499986410141,1.1401149034500122,0.4233871102333069
1,1.329483151435852,0.2395000010728836,1.092167615890503,0.20766128599643707
2,1.31553053855896,0.2709999978542328,1.0908114910125732,0.20967741310596466
3,1.3149856328964233,0.25,1.089422583580017,0.22580644488334656
4,1.3105913400650024,0.30250000953674316,1.0978294610977173,0.2016129046678543
5,1.3175047636032104,0.23350000381469727,1.096215844154358,0.40120968222618103
6,1.3153154850006104,0.3174999952316284,1.0968787670135498,0.40120968222618103
7,1.3138779401779175,0.3100000023841858,1.0890413522720337,0.4072580635547638
8,1.31500244140625,0.3865000009536743,1.0938477516174316,0.4032258093357086
9,1.307898759841919,0.3700000047683716,1.0981354713439941,0.40120968222618103
10,1.3170288801193237,0.3935000002384186,1.095320463180542,0.40120968222618103
11,1.3186050653457642,0.2879999876022339,1.0993015766143799,0.19959677755832672
12,1.318556547164917,0.2460000067949295,1.0990359783172607,0.39919355511665344
